source_id,relpath,filename,extension,size_bytes,sha256,pages,text_chars,image_only_likely,review_method,reviewed_for_design,copyright_restriction,production_ready,clinical_claim_revalidation,human_runtime_default,source_group,domain,trust_tier,runtime_policy,allowed_uses,prohibited_uses,notes
SRC-049,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_08.jpg,KakaoTalk_20240703_091055256_08.jpg,jpg,370934,63f7ca0d4c3b8a5a1ca99e0c4b838c4671b44dab28aa981c0941eaa566ed8699,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-050,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_09.jpg,KakaoTalk_20240703_091055256_09.jpg,jpg,357939,46dfad5ab91c7400d21c84a2905bd840064f1bfebeea285e18bbb990a688736e,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-051,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_10.jpg,KakaoTalk_20240703_091055256_10.jpg,jpg,382949,8efe2aabb1d6207f2e8e858efc9c077eb5fd1bf436dbddfebd93810f8dbbff1a,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-052,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_11.jpg,KakaoTalk_20240703_091055256_11.jpg,jpg,369917,025e446125503a6459ed174f8ae068ba2a49844dfd22033e4d1fcffe16de3155,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-053,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_12.jpg,KakaoTalk_20240703_091055256_12.jpg,jpg,353914,1201c1fdc65f1c5f42e0f5d67765415c2647d10b419104419b362e73113ef935,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-054,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_13.jpg,KakaoTalk_20240703_091055256_13.jpg,jpg,330976,c96867609902cdb39e2d3c4ffc1fae84bacf8b4e5d284323bd4dfdfb9707f1df,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-055,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_14.jpg,KakaoTalk_20240703_091055256_14.jpg,jpg,369522,3d41b8117a98697ea6f012e2c1bb29f15a0ec2ff9b19450619b045da73d61cfc,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-056,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_15.jpg,KakaoTalk_20240703_091055256_15.jpg,jpg,323527,52a7ebfd795d7e25f9d8991a379d917ef945b18476b0ff497bc956b88c46da3a,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-057,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_16.jpg,KakaoTalk_20240703_091055256_16.jpg,jpg,347516,7da262bf0e28a22e4549f5f7e17ba23eb1629b7d6a29ef05e82cfe2dafc7c6db,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-058,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_17.jpg,KakaoTalk_20240703_091055256_17.jpg,jpg,371376,49ec00cae23ea68e0ea128e7c3068502f5ccbc97041af4ee66ae261d0169a559,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-059,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_18.jpg,KakaoTalk_20240703_091055256_18.jpg,jpg,442142,23e0bfbc90d973d0307bd5bc19eb5f0086178becfd063968392d98ef7c84340a,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-060,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_19.jpg,KakaoTalk_20240703_091055256_19.jpg,jpg,352103,65d53e2be5c50e5844440c86234621da226a1d1aaf02dd0d36f8ac80138683ec,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-061,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_20.jpg,KakaoTalk_20240703_091055256_20.jpg,jpg,360045,c65e3b55cba2cc8f86313c11a2e4d90813e0de70a0a5491a75008ea0281baefb,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-062,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_21.jpg,KakaoTalk_20240703_091055256_21.jpg,jpg,292456,27fa15959af2794b8d0b0c5f672e95873326ab50bc855e28d3be7cb205e2452c,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-063,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_22.jpg,KakaoTalk_20240703_091055256_22.jpg,jpg,481553,982c17526628e1b823ad08c59fa17d05629b29f2408329d749029990bfd8c877,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-064,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_23.jpg,KakaoTalk_20240703_091055256_23.jpg,jpg,353836,b7ee01ab64eea6bbebb59d325ab3b8329ffab003d88afd595369ee5ee173091d,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-065,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_24.jpg,KakaoTalk_20240703_091055256_24.jpg,jpg,372466,895d3d5af07d165e9f2e3abd006fafe97361f574d2d4f72909495a800490d221,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-066,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_25.jpg,KakaoTalk_20240703_091055256_25.jpg,jpg,305817,21dcc93b0c4a40790209e9a70e3111b0bbffd35a5f2d384e96ce4fc23503be8f,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-067,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_26.jpg,KakaoTalk_20240703_091055256_26.jpg,jpg,383108,86ce0ee67e9d2b94d719a4477e19f7c66936494389490119d9c09e01c207e2af,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-068,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_27.jpg,KakaoTalk_20240703_091055256_27.jpg,jpg,428547,7e8e1935c03602013ef197c3a34e7e4df62b1fbed299df20fe7c38e3534d9af9,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-069,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_28.jpg,KakaoTalk_20240703_091055256_28.jpg,jpg,415298,6b9a0666d2b5a092d7e3b21316f36f927dfb6eed09003412603dcc56ab02317e,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-070,약사 자료(외부로만 가지고나가지말기 __ㅇ)/[학회약]셀메드/KakaoTalk_20240703_091055256_29.jpg,KakaoTalk_20240703_091055256_29.jpg,jpg,47624,5a5d17f46f254952bccde2fc8cf918e1bfafe67bfd91aa0d47df7fed4237c0d0,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,cellmed_images,product_marketing,D,metadata_only,내부 제품명·진열·카테고리 메타데이터 후보,"임상 근거, 환자 상태 추정, 복합판매·매출 유도 문구",제품·판촉·POP 성격이 강해 임상 사실 소스로 사용하지 않는다.
SRC-071,약사 자료(외부로만 가지고나가지말기 __ㅇ)/경구피임제 이해와 복약상담.pdf,경구피임제 이해와 복약상담.pdf,pdf,195133,7440de977f6bf5ecd18b88c7feb4eb3d9b59f77fecd114012b4aacad65e56550,2,3464,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,oral_contraceptive_counseling,human_rx_otc,C,candidate_only,"복약상담 순서, 확인 질문, 설명 구조 후보",검증 전 복용 시작·복용 누락·응급피임·상호작용 규칙의 직접 제공,제품별 허가사항과 최신 공식 지침으로 규칙을 재작성해야 한다.
SRC-072,약사 자료(외부로만 가지고나가지말기 __ㅇ)/경구피임제복약상담노트&어여모.pdf,경구피임제복약상담노트&어여모.pdf,pdf,13797258,d8a1b5a9a92c1506a265d4cb03e816c92485e6639e3d24b65ab45cfe1763e819,15,364,true,all_pages_visual_review_image_only_pdf,true,true,false,required,disabled_until_verified,oral_contraceptive_counseling,human_rx_otc,C,candidate_only,"복약상담 순서, 확인 질문, 설명 구조 후보",검증 전 복용 시작·복용 누락·응급피임·상호작용 규칙의 직접 제공,제품별 허가사항과 최신 공식 지침으로 규칙을 재작성해야 한다.
SRC-073,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-10 001.jpeg,KakaoTalk_Photo_2025-10-21-14-48-10 001.jpeg,jpeg,1358978,e23bdc081d958823d0c01624273c686d0c8fd263fa6e9a460782303cd0bf2fd4,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-074,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-10 002.jpeg,KakaoTalk_Photo_2025-10-21-14-48-10 002.jpeg,jpeg,3308547,84271b9565d8927037d5a799516edc0ececa9f074d04ef092f74c1784907bf16,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-075,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-10 003.png,KakaoTalk_Photo_2025-10-21-14-48-10 003.png,png,746541,ddf5e26a5c67c67d655d06a8c2b980bcff019d25ee61a1d083f89044fbf0b7d2,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-076,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-12 004.png,KakaoTalk_Photo_2025-10-21-14-48-12 004.png,png,949140,5fea4b69333f65479b8044b802ee4b94f18ef91280a8d0282427bb0b4d5fd84a,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-077,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-12 005.png,KakaoTalk_Photo_2025-10-21-14-48-12 005.png,png,855069,1c03ffbba8d4de540f7106bb4c29fb34a9b7b646a61adba43eb368d968ab407b,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-078,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-12 006.png,KakaoTalk_Photo_2025-10-21-14-48-12 006.png,png,867870,ff7b2f48e2eef72e0eccd4c6bfc90050c12abf8d39aefe99fd76cf6d59e37e8f,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-079,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-12 007.png,KakaoTalk_Photo_2025-10-21-14-48-12 007.png,png,1253981,f2820943588b4ff6ad0934d13f82aa9dccba0eabc287f7be65b6c727eece61e7,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-080,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-13 008.png,KakaoTalk_Photo_2025-10-21-14-48-13 008.png,png,1527279,1dbaa1212122d6202e50e29ac130c0998c724d3e9114cc6a876aca5662b8c55c,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-081,약사 자료(외부로만 가지고나가지말기 __ㅇ)/네이쳐스팜 자료모음(몸의 기운에 맞는 약)/KakaoTalk_Photo_2025-10-21-14-48-13 009.png,KakaoTalk_Photo_2025-10-21-14-48-13 009.png,png,1636922,50efcc6245e920d12aaae6e70258d648fc27f88d465335d5a3f727f18d7efae2,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,natures_pharm_typology,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,비표준 체질/기운 분류에 따른 약·제품 추천,임상 런타임 및 상담카드 생성에서 제외.
SRC-082,약사 자료(외부로만 가지고나가지말기 __ㅇ)/드럭머거_질환별 복용약에 따른 보충필요 VM.png,드럭머거_질환별 복용약에 따른 보충필요 VM.png,png,358281,c22648d10e4dcbd28af29368b2cea5a7340709dd409140658362cf6c40381f83,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,drug_nutrient_chart,supplement,D,candidate_only_separate_mode,검토할 약물-영양소 주제 목록을 만드는 탐색 신호,"인과관계 확정, 자동 보충제 추천, 검증 전 결핍 진단",각 관계를 독립 근거와 공식 라벨로 재검토.
SRC-083,약사 자료(외부로만 가지고나가지말기 __ㅇ)/복약지도+조제실 가이드북 - 최종본(이미지수정) 전자책.pdf,복약지도+조제실 가이드북 - 최종본(이미지수정) 전자책.pdf,pdf,11937057,4399bf9074ee0689e6a2b930e98d95f7e02045aad836a7caa55fb8ca77656fd7,76,87423,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,rx_dispensing_workflow,prescription_counseling,C,candidate_only,"짧은 복약지도 UX, 조제실 확인 절차, 질문 프레임",검증 전 개별 의약품 용법·금기·상호작용을 운영 답변으로 사용,3초 스캔/짧은 멘트 구조는 UI 설계에 유용.
SRC-084,"약사 자료(외부로만 가지고나가지말기 __ㅇ)/부작용모음(영양소, by 약들약).xlsx","부작용모음(영양소, by 약들약).xlsx",xlsx,21006,b685913e61b2e00a991a132e3cd1e45226bf01da74d8abab3ecd343a06c7cba6,,,,all_sheets_and_rows_review,true,true,false,required,disabled_until_verified,supplement_adverse_effect_spreadsheet,supplement,X,quarantine,검증 과제·키워드 후보 생성,정확한 역치·용량·부작용·상호작용을 자동 상담에 직접 사용,간략화·출처 불명·역치 단정이 섞여 있어 claim-level 검증 전 사용 금지.
SRC-085,약사 자료(외부로만 가지고나가지말기 __ㅇ)/시니컬한 약사의 약이 되는 독설_리뷰.docx,시니컬한 약사의 약이 되는 독설_리뷰.docx,docx,593108,5b387a0895c78aedbc95f59ba42b4855f83f1ca84f1bd62ccd95b29552eedfd8,,,,full_text_and_all_rendered_pages_review,true,true,false,required,disabled_until_verified,functional_medicine_book_review,supplement_nonstandard,X,excluded,비임상 독서 메모로만 보존,"부신피로·기능의학 가설을 진단·치료 사실로 사용, 제품 추천",임상 상담 지식베이스에서 제외.
SRC-086,약사 자료(외부로만 가지고나가지말기 __ㅇ)/약먹을시간_OTC 실전 가이드북.pdf,약먹을시간_OTC 실전 가이드북.pdf,pdf,112669756,10aa29ad2f8edf0b32ca198479f3034d05e6855810b90cf1e4296a85fae2dea9,475,228695,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_practical_handbook,human_otc,C,candidate_only,"환자 친화적 표현, 증상별 질문 순서, 상담카드 구조 후보","원문 재배포, 검증 전 임상 주장·용량·금기·제품 선택",현장성이 높지만 저작권과 최신성 검토가 필수.
SRC-087,약사 자료(외부로만 가지고나가지말기 __ㅇ)/엔큐앤에이건강체크지(설명서포함).pdf,엔큐앤에이건강체크지(설명서포함).pdf,pdf,1572343,cde0a4bb5b0af5c8d3ea43bf3f5d8a326ddab592dccfc1fca17e9c2ce55f4859,4,7494,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,nqna_health_signs,supplement_nonstandard,X,excluded,연구·감사 목적으로 출처 존재만 기록,"외형·체질을 근거로 질환 또는 영양 결핍을 추정, 제품 추천",생김새·체질 기반 추론은 임상 런타임에서 차단.
SRC-088,약사 자료(외부로만 가지고나가지말기 __ㅇ)/연령별 비타민 D 섭취용량 깔끔버전.png,연령별 비타민 D 섭취용량 깔끔버전.png,png,5536078,5414dce678b0182f2e99ff6d139592937a23cdb8eb7b558a62ef3a156776eec1,,,,visual_contact_sheet_review,true,true,false,required,disabled_until_verified,vitamin_d_chart,supplement,C,candidate_only_separate_mode,연령 슬롯과 단위 검증 필요성을 정의하는 후보,검증 전 용량 표를 운영 출력에 직접 사용,국내 최신 권고·허가사항·상한섭취량과 대조.
SRC-089,약사 자료(외부로만 가지고나가지말기 __ㅇ)/오성곤_약국상담마케팅_최종교재.pdf,오성곤_약국상담마케팅_최종교재.pdf,pdf,483447,79c49355a019b9118f28105d7ea6264632b164b202347e22186dccddb934ab64,54,52161,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,pharmacy_marketing,marketing,D,nonclinical_ux_only,대화 UX·고객 이해·운영 교육 아이디어,"매출 우선 추천, 질환/약물 판단, 강압적 업셀링",임상 추천 엔진과 분리하고 안전·환자 이익 우선.
SRC-090,약사 자료(외부로만 가지고나가지말기 __ㅇ)/자신감 있는 복약지도를 위한 일반의약품 핵심정리 _배포용_최종_링크 포함.pdf,자신감 있는 복약지도를 위한 일반의약품 핵심정리 _배포용_최종_링크 포함.pdf,pdf,5217764,f0d8cb073329ecde4cdcbda574cbbaa58012d73dc37f4abf763c7535b4ff195f,47,52284,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_core_reference,human_otc,C,candidate_only,OTC 핵심 분류와 상담 질문 후보,검증 전 임상 주장·용량·금기·상호작용,공식 제품정보와 claim-level 대조 후 카드화.
SRC-091,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/01. 감기약.pdf,01. 감기약.pdf,pdf,4532352,f2eb21eb3492def4a1eac096a8325934555a6a5b5ecf7ca4118bc13ce8149fe8,43,30490,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-092,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/02. 통증케어.pdf,02. 통증케어.pdf,pdf,3417912,a063bb485df4d61d8c7089ca856ec00e6832bac2b3c1d4f67f7308961e4fc45b,26,18696,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-093,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/03. 위장약.pdf,03. 위장약.pdf,pdf,3861044,0808cb03d242dfe200657d285ec545a986c1bf85229b845176564a72021b2fd7,47,27930,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-094,약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/04. 염증케어.pdf,04. 염증케어.pdf,pdf,1940769,e62c2221f72183f607bb169ecb5de3fcaf40b0a821388aac011b5b2aeacadffe,21,18061,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
SRC-095,"약사 자료(외부로만 가지고나가지말기 __ㅇ)/정답조합 정답멘트 일반약 길라잡이 교재(1~8강)/05. 치질,무좀,탈모.pdf","05. 치질,무좀,탈모.pdf",pdf,2505847,649c9ce2ca43b6b2839243f47714b657bd658883c1a9e3050382cefd8d3fc48e,26,23228,false,text_extraction_plus_visual_sampling,true,true,false,required,disabled_until_verified,otc_topic_sales_guides,human_otc,C-D,candidate_only,증상별 질문·표현·카테고리 후보를 재작성,"공격적 복합판매, 원문 멘트 재사용, 검증 전 임상 사실",유용한 실무 구조와 판매 지향 표현을 분리해야 한다.
